bnf_class_code,bnf_class_name,inference_scope,multiplicity_family,peak_trough_ratio,ptr_lci,ptr_uci,peak_month,trough_month,modality,n_peaks,seasonal_reproducibility,stl_seasonal_strength,stl_trend_strength,distribution,route,hac_capped,class_q_bh,class_significant,meaningful
020203,Potassium-sparing diuretics and aldosterone antagonists,primary_inferential,all_eligible_classes,1.016,1.007,1.034,Nov,Mar,"bimodal (2 harmonics, 2 peaks)",2,-0.193,0,0.948,poisson,HAC-Wald,TRUE,0.0219910094935298,TRUE,FALSE
060402,Male sex hormones and antagonists,primary_inferential,all_eligible_classes,1.016,1.013,1.03,Nov,Jul,"bimodal (2 harmonics, 2 peaks)",2,-0.17,0,0.644,poisson,HAC-Wald,TRUE,6.44078395714296e-07,TRUE,FALSE
070401,Drugs for urinary retention,primary_inferential,all_eligible_classes,1.015,1.011,1.028,Nov,Aug,"bimodal (2 harmonics, 2 peaks)",2,-0.182,0,0.708,poisson,HAC-Wald,TRUE,4.29924047279809e-07,TRUE,FALSE
040301,Tricyclic and related antidepressant drugs,primary_inferential,all_eligible_classes,1.015,1.012,1.033,Nov,Jul,"bimodal (2 harmonics, 2 peaks)",2,-0.15,0,0.153,poisson,HAC-Wald,TRUE,5.81617035616975e-09,TRUE,FALSE
020504,Alpha-adrenoceptor blocking drugs,primary_inferential,all_eligible_classes,1.015,1.01,1.025,Apr,Aug,"bimodal (2 harmonics, 2 peaks)",2,-0.16,0,0.585,poisson,HAC-Wald,FALSE,0.00111675606659756,TRUE,FALSE
040304,Other antidepressant drugs,primary_inferential,all_eligible_classes,1.013,1.011,1.028,Dec,Jul,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",1,-0.169,0,0.818,poisson,HAC-Wald,TRUE,3.16743876105447e-08,TRUE,FALSE
020802,Oral anticoagulants,primary_inferential,all_eligible_classes,1.013,1.007,1.03,Nov,Mar,"bimodal (2 harmonics, 2 peaks)",2,-0.181,0,0.562,poisson,HAC-Wald,FALSE,0.00531800462558879,TRUE,FALSE
020201,Thiazides and related diuretics,primary_inferential,all_eligible_classes,1.012,1.008,1.025,May,Sep,"bimodal (2 harmonics, 2 peaks)",2,-0.165,0,0.717,poisson,HAC-Wald,FALSE,0.00190095196630072,TRUE,FALSE
020101,Cardiac glycosides,primary_inferential,all_eligible_classes,1.012,1.008,1.03,Nov,Mar,"bimodal (2 harmonics, 2 peaks)",2,-0.174,0,0.244,poisson,HAC-Wald,TRUE,0.000783444846553568,TRUE,FALSE
040203,Drugs used for mania and hypomania,primary_inferential,all_eligible_classes,1.012,1.008,1.031,Dec,Aug,"bimodal (2 harmonics, 2 peaks)",2,-0.186,0.116,0.731,poisson,HAC-Wald,TRUE,0.0342362206094809,TRUE,FALSE
010602,Stimulant laxatives,primary_inferential,all_eligible_classes,1.012,1.007,1.03,Nov,Mar,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",1,-0.171,0,0.755,poisson,HAC-Wald,TRUE,0.0429708493171327,TRUE,FALSE
020603,Other antianginal drugs,primary_inferential,all_eligible_classes,1.011,1.007,1.032,Nov,Mar,"bimodal (2 harmonics, 2 peaks)",2,-0.185,0,0.602,poisson,HAC-Wald,FALSE,0.0321300338119129,TRUE,FALSE
040201,Antipsychotic drugs,primary_inferential,all_eligible_classes,1.011,1.008,1.028,Dec,Apr,"bimodal (2 harmonics, 2 peaks)",2,-0.175,0,0.004,poisson,HAC-Wald,TRUE,0.00313994020549551,TRUE,FALSE
030104,Compound bronchodilator preparations,primary_inferential,all_eligible_classes,1.01,1.007,1.025,Dec,Aug,"bimodal (2 harmonics, 2 peaks)",2,-0.226,0,0.864,poisson,HAC-Wald,TRUE,0.00181984286017451,TRUE,FALSE
020900,Antiplatelet drugs,primary_inferential,all_eligible_classes,1.01,1.007,1.025,Nov,Feb,"bimodal (2 harmonics, 2 peaks)",2,-0.205,0,0,poisson,HAC-Wald,TRUE,0.000402533574512188,TRUE,FALSE
080304,Hormone antagonists,primary_inferential,all_eligible_classes,1.009,1.007,1.027,Dec,Aug,"bimodal (2 harmonics, 2 peaks)",2,-0.19,0,0,poisson,HAC-Wald,TRUE,0.00341395403142288,TRUE,FALSE
040303,Selective serotonin re-uptake inhibitors,primary_inferential,all_eligible_classes,1.009,1.007,1.025,Dec,Aug,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",1,-0.147,0,0.117,poisson,HAC-Wald,TRUE,0.000373686698569591,TRUE,FALSE
040801,Control of epilepsy,primary_inferential,all_eligible_classes,1.009,1.006,1.028,Nov,Mar,"bimodal (2 harmonics, 2 peaks)",2,-0.192,0,0.189,poisson,HAC-Wald,TRUE,0.0462428934317855,TRUE,FALSE
020400,Beta-adrenoceptor blocking drugs,primary_inferential,all_eligible_classes,1.009,1.006,1.024,Nov,Aug,"bimodal (2 harmonics, 2 peaks)",2,-0.196,0,0.285,poisson,HAC-Wald,FALSE,0.0081054061707156,TRUE,FALSE
090602,Vitamin B group,primary_inferential,all_eligible_classes,1.009,1.006,1.029,Nov,Apr,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",1,-0.186,0,0.17,poisson,HAC-Wald,TRUE,0.0224467549907545,TRUE,FALSE
020505,Renin-angiotensin system drugs,primary_inferential,all_eligible_classes,1.009,1.006,1.022,May,Aug,"bimodal (2 harmonics, 2 peaks)",2,-0.195,0,0.532,poisson,HAC-Wald,FALSE,0.0166702504942612,TRUE,FALSE
021200,Lipid-regulating drugs,primary_inferential,all_eligible_classes,1.007,1.005,1.022,Nov,Aug,"bimodal (2 harmonics, 2 peaks)",2,-0.226,0,0.893,poisson,HAC-Wald,TRUE,0.0304008061863522,TRUE,FALSE
