bnf_drug_code,peak_trough_ratio,ptr_lci,ptr_uci,peak_month,trough_month,amp_annual,amp_semiannual,n_peaks,seasonal_reproducibility,stl_seasonal_strength,stl_trend_strength,aic_1h,aic_2h,modality,bnf_class_code,bnf_drug_name,p_value,distribution,route,disp_ratio,disp_p,lb_p,nw_lag,hac_capped,theta,b_sin12,b_cos12,b_sin6,b_cos6,converged,note,drug_all_q_bh,drug_significant,inference_scope,multiplicity_family,bnf_class_name,class_q_bh,class_significant,parent_class_significant,conditional_drug_q_legacy,conditional_drug_significant_legacy
0503040B0,158.776012009382,59.3156080421337,440.277872044669,Jan,Aug,2.28989685800784,0.669766121904494,1,0.768226071010625,0.708360017451383,0.405871558780574,30941.6220436183,24776.8304014643,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",050304,Oseltamivir phosphate,7.79723884165772e-70,poisson,HAC-Wald,614.487686055922,0.0156989460454881,0.0248615110274991,0.856271909514563,FALSE,,1.4576532958908,1.76603354704628,0.0887772137951821,0.663856358229512,TRUE,,3.61643363417839e-68,TRUE,secondary_exploratory,all_eligible_drugs,Influenza,1.28759388270775e-68,TRUE,TRUE,2.44313483705275e-68,TRUE
1404000H0,71.4684022179458,45.1160426380986,123.978016550019,Nov,Jun,1.82798121808593,0.773305637335828,1,0.870370563240069,0.87515176166029,0.127147473319625,1333.62419113645,1304.99047187401,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",140400,Influenza,4.31089671385047e-21,negbin,NB-LRT,204713.167343995,7.47178670891603e-06,0.270435601951578,,,3.26063125085784,-0.668334665004821,1.70142414148495,-0.729258281972288,-0.257262447532084,TRUE,,6.26688567058262e-20,TRUE,secondary_exploratory,all_eligible_drugs,Vaccines and antisera,5.01709265504371e-74,TRUE,TRUE,4.36395390417478e-20,TRUE
130801000,2.68802267926993,2.47742095280395,2.92283905347614,Jun,Jan,0.49153971908332,0.0489365200990976,1,0.938205160246239,0.901059915344847,0.205120564060595,686.737430273242,684.590687664131,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",130801,Other sunscreening preparations,1.75984836745478e-27,negbin,NB-LRT,31.2170376560408,5.59492556024408e-06,0.0577013258263417,,,121.962921474536,-0.0943294586994282,-0.482403615925484,-0.0229130443924977,0.0432408995752495,TRUE,,3.64700491468288e-26,TRUE,secondary_exploratory,all_eligible_drugs,Sunscreening preparations,3.30769565126227e-31,TRUE,TRUE,2.46378771443669e-26,TRUE
1104020W0,2.64686820278867,2.49622364970779,2.97915088950437,Jun,Jan,0.4733333215501,0.163681516037129,2,0.975889328971552,0.963581961913505,0.0178182833426693,8086.73717887947,4987.07225485264,"bimodal (2 harmonics, 2 peaks)",110402,Azelastine hydrochloride,1.56351158184924e-179,poisson,HAC-Wald,116.769407996859,0.00732825941885771,0.000247843062247011,1.53793248665557,FALSE,,0.0189928043784017,-0.472952118793747,-0.0222283108222556,0.162165165464726,TRUE,,2.17551468674451e-177,TRUE,secondary_exploratory,all_eligible_drugs,Other anti-inflammatory preparations,7.18501992677657e-144,TRUE,TRUE,1.46970088693829e-177,TRUE
1104020AC,2.42935258102727,2.27923990670276,2.63573590975295,Jun,Dec,0.447494376718491,0.0969055842739967,1,0.92898223821359,0.938991208943045,0.105254258454748,443.340198185449,418.717840223856,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",110402,Epinastine hydrochloride,3.56295421937306e-152,poisson,Poisson-LRT,2.08992600038198,0.0863072022623508,0.209149537729395,,,,0.0572867640342063,-0.443812397146767,-0.0244138323765284,0.0937798328649367,TRUE,,3.47031740966936e-150,TRUE,secondary_exploratory,all_eligible_drugs,Other anti-inflammatory preparations,7.18501992677657e-144,TRUE,TRUE,2.34442387634747e-150,TRUE
0501013B0,2.3447115089638,2.01914191739359,2.72936623398903,Dec,Aug,0.36753338499362,0.124782482008094,1,0.899792873042418,0.839369948209857,0.466365075835741,661046.525937989,431431.448224608,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",050101,Amoxicillin,3.14925903293958e-48,poisson,HAC-Wald,11125.2654507066,0.00618743313043236,0.00628019425534743,2.14509917293213,FALSE,,0.170735636878179,0.325469094361771,-0.0642492370616801,0.106970572369658,TRUE,,1.02245943269438e-46,TRUE,secondary_exploratory,all_eligible_drugs,Penicillins,5.41228415339323e-21,TRUE,TRUE,6.90737481224747e-47,TRUE
0501050H0,2.29282829430822,1.90356109689614,2.80847586358234,Dec,Aug,0.307397592017935,0.175171359837825,2,0.760197885043819,0.702841549237755,0.716076544924921,926.551407198262,914.762002498785,"bimodal (2 harmonics, 2 peaks)",050105,Erythromycin ethylsuccinate,3.05073794560427e-09,negbin,NB-LRT,1194.41270878878,0.0343616413819459,0.163589621717818,,,25.1881570996969,0.183781681522353,0.246409360851493,-0.0678783267560461,0.161485411304651,TRUE,,2.10738919079331e-08,TRUE,secondary_exploratory,all_eligible_drugs,Macrolides,6.83004773135963e-17,TRUE,TRUE,1.49804893149822e-08,TRUE
1104020T0,2.27273965667202,2.16816195057243,2.42826531195545,Jun,Jan,0.3987438977225,0.12808265853475,1,0.974509951096968,0.964072129909803,0.451101374317931,48197.6117715983,27652.0385719105,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",110402,Sodium cromoglicate,3.97127991538441e-239,poisson,HAC-Wald,700.986646363357,0.00588716232953899,9.26565258597689e-05,0.623220137784208,FALSE,,0.0189781371443854,-0.398292011320162,-0.0286790111694649,0.124830612173742,TRUE,,9.67006659396105e-237,TRUE,secondary_exploratory,all_eligible_drugs,Other anti-inflammatory preparations,7.18501992677657e-144,TRUE,TRUE,6.53275546080736e-237,TRUE
0309020D0,2.14599894508326,1.96404326836287,2.35616136466655,Dec,Aug,0.327219416246804,0.122247584102007,1,0.918034704177545,0.891868007617378,0.592532247895096,3935.93988203042,2399.30883865026,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",030902,Simple,1.97003961983291e-145,poisson,HAC-Wald,47.852806853539,5.38338998388516e-05,0.0370271166154359,11.2549542986269,FALSE,,0.129561059491961,0.300477084371205,-0.0916911286973994,0.0808530069754628,TRUE,,1.74438053610659e-143,TRUE,secondary_exploratory,all_eligible_drugs,Expectorant and demulcent cough preparations,7.19264838400822e-140,TRUE,TRUE,1.17844188168187e-143,TRUE
1104020B0,1.97636105737232,1.75674002553133,2.63164690464949,Jun,Dec,0.34073756423833,0.073570134021439,1,0.495208665711265,0.495411038289458,0.700894639471475,2014.93421772829,1931.88183126915,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",110402,Antazoline,5.81777246297883e-24,poisson,HAC-Wald,36.6138085781202,1.36373533946245e-05,1.11022302462516e-16,0.977846200673428,FALSE,,-0.00861447199551986,-0.340628651988215,0.0153768088100525,0.0719452456438338,TRUE,,9.94124627884453e-23,TRUE,secondary_exploratory,all_eligible_drugs,Other anti-inflammatory preparations,7.18501992677657e-144,TRUE,TRUE,6.83588264400013e-23,TRUE
1201010AG,1.96946624814027,1.79906711664806,2.23130121999861,Jan,Aug,0.31714828407752,0.0717718330987173,1,0.313715560370797,0.0901232566784841,0.860265687640503,3137.19099293195,2822.90858934512,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",120101,Phenazone/lidocaine,2.23250221284067e-34,poisson,HAC-Wald,54.9712793981419,1.14023904751048e-07,2.17526296443227e-05,1.43973455776651,FALSE,,0.199325078607471,0.246683090485426,-0.0214099859268871,0.0685040767324152,TRUE,,5.43614288826704e-33,TRUE,secondary_exploratory,all_eligible_drugs,Otitis externa,4.03048405132221e-10,TRUE,TRUE,3.67246614012291e-33,TRUE
0309020G0,1.93877369903551,1.77124247652452,2.18434482453405,Dec,Jul,0.313054221528056,0.0730317199901509,1,0.827402078387916,0.875467457621422,0.561510169503033,404.269224540868,399.568705529169,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",030902,Guaifenesin,7.16809214821061e-16,negbin,NB-LRT,1.80045821846001,0.0352036676077089,0.600013257264028,,,235.771455466212,0.145714563939964,0.277074378953239,-0.056910369270875,0.0457694438918855,TRUE,,7.58882799169254e-15,TRUE,secondary_exploratory,all_eligible_drugs,Expectorant and demulcent cough preparations,7.19264838400822e-140,TRUE,TRUE,5.24067181502509e-15,TRUE
1201010Q0,1.93512719369191,1.4616202713109,3.27650605959101,Dec,Apr,0.260859746581867,0.120354802931069,1,0.0358626762314017,0.318712576188604,0.817551478265725,3465.80143177306,3211.71936616035,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",120101,Hydrocortisone,3.5929377583494e-05,poisson,HAC-Wald,70.7632357816507,1.88102016726287e-08,0,0.65590742423663,FALSE,,-0.1268548601399,0.227937824517218,0.0625307164324131,0.102835733531811,TRUE,,0.000174105541125986,TRUE,secondary_exploratory,all_eligible_drugs,Otitis externa,4.03048405132221e-10,TRUE,TRUE,0.000125752821542229,TRUE
1310040M0,1.89113116278628,1.46420230633981,3.49784334115311,Mar,Jul,0.275578861731504,0.113211543364848,1,0.365240535190765,0.20339242566648,0.494944738222995,8296.6199343896,7619.5849320224,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",131004,Malathion,6.79068694664679e-11,poisson,HAC-Wald,162.67381580075,5.38047408781866e-05,2.11168644020932e-05,7.97930778539486,FALSE,,0.269726676203636,0.0564909654490901,-0.018672631567451,-0.111661033406453,TRUE,,5.42141728363441e-10,TRUE,secondary_exploratory,all_eligible_drugs,Parasiticidal preparations,6.7990072351079e-32,TRUE,TRUE,3.75485042932234e-10,TRUE
0902011U0,1.86116077009494,1.74625750976548,2.00551016644721,Aug,Dec,0.304061325017784,0.08919836029989,1,0.893058153402801,0.893996842910701,0.182314824426378,810.244672562781,787.814970397536,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",090201,Potassium chloride,8.9164863077814e-24,negbin,NB-LRT,79.5062776130503,0.000111194121673392,0.596353246814406,,,191.910306077495,-0.209338019205106,-0.220524109989935,0.0861849402520641,-0.0229892051610565,TRUE,,1.47197587521679e-22,TRUE,secondary_exploratory,all_eligible_drugs,Oral preparation for fluid and electrolyte imbalance,8.65885960246975e-07,TRUE,TRUE,1.01155999836555e-22,TRUE
0604012P0,1.84746238153309,1.73816936479741,1.96005843648054,Jul,Dec,0.298811972161984,0.0547651974465175,1,0.897891808866414,0.900381845618208,0.165589671785535,886.537563783,877.441064715793,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",060401,Norethisterone,6.89893882056424e-24,negbin,NB-LRT,175.801678947839,3.55180490432108e-05,0.252480230600921,,,211.909083864362,-0.0865314351689742,-0.286008575806622,0.0521687316362342,0.0166628416190826,TRUE,,1.15854593297061e-22,TRUE,secondary_exploratory,all_eligible_drugs,Female sex hormones and their modulators,0.000113754559464022,TRUE,TRUE,7.96403814724784e-23,TRUE
1104020Z0,1.81976194286327,1.73977258918965,1.94010126494424,Jun,Jan,0.292306867807508,0.0900860849292107,1,0.964090674390505,0.946179417394811,0.818097547529257,12506.490092911,8382.44677744011,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",110402,Olopatadine,5.85126556504207e-141,poisson,HAC-Wald,201.548104800186,0.00580911868420912,9.00358638963317e-05,0.742087613685083,FALSE,,0.0132974377371627,-0.292004251881821,-0.0189772477507055,0.0880645602139777,TRUE,,4.74927721695915e-139,TRUE,secondary_exploratory,all_eligible_drugs,Other anti-inflammatory preparations,7.18501992677657e-144,TRUE,TRUE,3.20844395149807e-139,TRUE
0501030I0,1.81544528773067,1.61035122473338,2.07366666764952,Dec,Aug,0.267342017549728,0.0793744304834518,1,0.87129628455532,0.837918005490501,0.427374377189846,170113.383176675,121165.605718429,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",050103,Doxycycline hyclate,1.02438412209372e-94,poisson,HAC-Wald,3106.20464441934,0.00554402934563213,0.00782245939260984,3.22981163853156,FALSE,,0.137177859647633,0.229464570620507,-0.021735953463202,0.0763403467480849,TRUE,,5.86911844070169e-93,TRUE,secondary_exploratory,all_eligible_drugs,Tetracyclines,3.22372888099791e-88,TRUE,TRUE,3.96496913139806e-93,TRUE
1203010M0,1.78792468071736,1.57086705401719,2.1699237199048,May,Dec,0.27724818430721,0.0684352249942131,1,0.168749413630387,0.381101793728076,0.959126938666381,1190.5181192941,1124.17870699805,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",120301,Hydrocortisone (Sodium succinate),2.28732458210846e-12,poisson,HAC-Wald,18.3329207774224,4.05600054943717e-07,0.00685415897262087,2.46309526110458,FALSE,,0.0735847292422141,-0.26730477609649,-0.0649490906424733,0.0215637576670753,TRUE,,1.97155233891472e-11,TRUE,secondary_exploratory,all_eligible_drugs,Drugs for oral ulceration and inflammation,2.42048686581937e-22,TRUE,TRUE,1.35590952705168e-11,TRUE
1404000AD,1.74786073215499,1.33593448090402,3.07165970016529,Sep,Mar,0.279405540790871,0.010316045139903,1,-0.207117812075484,0,0.927010617356697,10518.0442595631,10518.6442133962,unimodal (1 harmonic preferred),140400,Hepatitis A/typhoid vaccine,0.00522243001784648,poisson,HAC-Wald,269.861436479429,0.000145006827828259,6.99440505513849e-15,1.67543898860401,FALSE,,-0.279196300689547,-0.010811193547034,-0.0077494289818006,-0.00680934194945037,TRUE,,0.0158957713668202,TRUE,secondary_exploratory,all_eligible_drugs,Vaccines and antisera,5.01709265504371e-74,TRUE,TRUE,0.0120573998306771,TRUE
1201010F0,1.74428766157187,1.37060615473281,2.45350781188508,Oct,Apr,0.278180253580607,0.0396887340237283,1,0.582556145938682,0.412005759467045,0.852782188516178,2077.77146834099,2040.89545524044,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",120101,Flumetasone pivalate,0.000906080870570089,poisson,HAC-Wald,38.3633725919846,2.84224082507863e-08,0.014609216416414,3.29742112566046,FALSE,,-0.241900547205089,0.137362217309016,0.0226453801283515,0.032594207572032,TRUE,,0.00339431833821256,TRUE,secondary_exploratory,all_eligible_drugs,Otitis externa,4.03048405132221e-10,TRUE,TRUE,0.00249456574407999,TRUE
1404000E0,1.70810558768362,1.31980802981835,2.7383873292712,Jun,Feb,0.234805422848993,0.0828729695807342,1,0.411529956257574,0.195497371223222,0.522110101708174,1607.75886793757,1543.41691786347,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",140400,Cholera,0.00281382231554284,poisson,HAC-Wald,27.186835971243,1.32045450678751e-07,1.5492151723806e-05,2.06454677405704,FALSE,,-0.157337315596728,-0.174294451202872,-0.0194571494138439,0.0805564921270574,TRUE,,0.00948326275203713,TRUE,secondary_exploratory,all_eligible_drugs,Vaccines and antisera,5.01709265504371e-74,TRUE,TRUE,0.00706579513451305,TRUE
1104020M0,1.69792013364627,1.58229886387532,1.84558659601667,Jun,Jan,0.26387389331575,0.0649708970726936,1,0.931081113916442,0.909558577015845,0.61542445474792,877.98722605633,772.704668296455,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",110402,Lodoxamide trometamol,1.39997705830991e-58,poisson,HAC-Wald,8.63538368437668,0.0352156000189009,0.033473603576772,2.84594231529045,FALSE,,0.0236073956448888,-0.262815757603073,-0.0237224655403174,0.0604852221217629,TRUE,,5.68157356164105e-57,TRUE,secondary_exploratory,all_eligible_drugs,Other anti-inflammatory preparations,7.18501992677657e-144,TRUE,TRUE,3.83827043486633e-57,TRUE
1103010C0,1.67918159679519,1.47108951618974,1.9421589431824,Feb,Sep,0.242123047524825,0.0549418410651589,1,0.908630292646432,0.802675318437992,0.590889783288209,28452.7947105395,22906.3958767639,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",110301,Chloramphenicol,2.08144334881333e-14,poisson,HAC-Wald,561.219187547835,2.04135332402561e-07,2.33118579995306e-09,1.8058249418702,FALSE,,0.237344282463257,0.0478671257201652,0.0541788728446998,0.00912445269082101,TRUE,,2.13402718078335e-13,TRUE,secondary_exploratory,all_eligible_drugs,Antibacterials,9.40936355817698e-11,TRUE,TRUE,1.47267712206362e-13,TRUE
1202010A0,1.66821179277442,1.54066822959971,1.85116293884941,Jun,Feb,0.22613499129074,0.113251359890364,2,0.918011036010866,0.867798977281742,0.0887326757942968,4082.66247609671,2610.27934424499,"bimodal (2 harmonics, 2 peaks)",120201,Azelastine hydrochloride,6.87749334087586e-51,poisson,HAC-Wald,54.6250609002863,0.00873982721639265,0.0264245504516594,0.344949784864583,FALSE,,0.0195820783991441,-0.225285544346797,-0.0322726514519714,0.108555729859258,TRUE,,2.48099204222707e-49,TRUE,secondary_exploratory,all_eligible_drugs,Drugs used in nasal allergy,4.93335033400967e-52,TRUE,TRUE,1.67607059936901e-49,TRUE
0505060I0,1.66286854379828,1.54164278860944,1.93622169935406,Jan,Aug,0.257024299116947,0.0366061978954039,1,0.45631479672964,0.357383650660079,0.977280726910339,1380.62164054921,1315.4739772202,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",050506,Ivermectin,8.95542925086484e-61,poisson,HAC-Wald,22.3831669442745,7.0841066054369e-10,0.0402378723035992,1.10018397417083,FALSE,,0.165859647837377,0.196346804292352,-0.0339212382997131,0.0137609344367144,TRUE,,3.79242960449667e-59,TRUE,secondary_exploratory,all_eligible_drugs,Filaricides,1.97019443519026e-59,TRUE,TRUE,2.56203149872568e-59,TRUE
0501011P0,1.64021857626053,1.43349284946524,1.96003418663333,Jan,Aug,0.217620583214979,0.0758545011664986,1,0.761592839942653,0.755138354495086,0.736390559996595,183012.78302368,153623.637402109,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",050101,Phenoxymethylpenicillin (Penicillin V),9.0389961381055e-13,poisson,HAC-Wald,4017.14336056287,0.0110818772645712,0.00137757660198545,1.35805981636052,FALSE,,0.165952917853094,0.140777651972434,-0.00201396620974264,0.0758277606640494,TRUE,,8.22802078365865e-12,TRUE,secondary_exploratory,all_eligible_drugs,Penicillins,5.41228415339323e-21,TRUE,TRUE,5.66443757987944e-12,TRUE
1103010H0,1.61941894377403,1.2587394664903,2.18708554868647,Feb,Oct,0.214377131177465,0.0641976447237989,1,0.400357763300447,0.478665107597565,0.724433055403593,5391.4986899638,4780.68473198327,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",110301,Fusidic acid,0.00275117835200077,poisson,HAC-Wald,107.247608041796,1.39311793144942e-08,0,2.77924759343129,FALSE,,0.214341684953762,-0.00389826410882763,0.0639800629505963,-0.00528101627727497,TRUE,,0.00933675161968205,TRUE,secondary_exploratory,all_eligible_drugs,Antibacterials,9.40936355817698e-11,TRUE,TRUE,0.00696259752160194,TRUE
0406000U0,1.61040766071443,1.25410834160054,2.1642293482512,Aug,Jan,0.232061483846046,0.0331912561352956,1,-0.0189719938043276,0.251021746442994,0.973212501100247,700.178023103021,696.130710753273,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",040600,Prochlorperazine mesilate,0.000226987478784426,poisson,HAC-Wald,8.49851056495375,2.87820401877185e-06,5.5402432729279e-06,1.59572453186026,FALSE,,-0.141560520279542,-0.183883526676573,-0.00908913697911744,-0.0319225167055111,TRUE,,0.000995882001513652,TRUE,secondary_exploratory,all_eligible_drugs,Drugs used in nausea and vertigo,4.48078666131178e-09,TRUE,TRUE,0.000721535077488658,TRUE
0604012M0,1.58316622590952,1.32002030824055,1.97155238330206,Jul,Nov,0.209325083244401,0.0691467744165606,1,0.767141414423948,0.572830251816811,0.581183099133165,12988.5352126687,10668.1476047285,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",060401,Medroxyprogesterone acetate,5.50700498055242e-12,poisson,HAC-Wald,256.434384260073,6.74438798995385e-05,0.0385420807030801,7.59908561277549,FALSE,,-0.0638215115960221,-0.19935848397516,0.0658916924458001,0.0209657167500377,TRUE,,4.62398521642936e-11,TRUE,secondary_exploratory,all_eligible_drugs,Female sex hormones and their modulators,0.000113754559464022,TRUE,TRUE,3.20673387363141e-11,TRUE
0304030C0,1.58279395998328,1.42419605814359,1.80141814808894,Aug,Dec,0.192599651133891,0.0902207611613762,2,0.784156029406412,0.827574386120438,0.318738352146653,26126.4660070809,19381.9007867442,"bimodal (2 harmonics, 2 peaks)",030403,Adrenaline,1.23447516567382e-18,poisson,HAC-Wald,478.251178230009,1.03839740291834e-06,0.00374980705576389,2.10188747884797,FALSE,,-0.0254691320459816,-0.190908221220881,0.0229873733019214,-0.087243145365216,TRUE,,1.54151129662346e-17,TRUE,secondary_exploratory,all_eligible_drugs,Allergic emergencies,8.72335370101998e-18,TRUE,TRUE,1.06879560396497e-17,TRUE
0310000N0,1.55189008674037,1.43225439902614,1.71097432305069,Dec,Jul,0.210169929506697,0.0368867039333173,1,0.686590786144027,0.713365676784795,0.860919383885778,618.290313816931,619.185206050981,unimodal (1 harmonic preferred),031000,Pseudoephedrine hydrochloride,1.03558461175258e-11,negbin,NB-LRT,18.0080372465305,0.00619135451406644,0.0504633579158179,,,110.066037318863,0.071619952743326,0.197590439135839,-0.0243813698675021,0.0276799156510324,TRUE,,8.47612951131942e-11,TRUE,secondary_exploratory,all_eligible_drugs,Systemic nasal decongestants,7.51632472383658e-11,TRUE,TRUE,5.874264435631e-11,TRUE
1104020Y0,1.52398730071422,1.43526660293337,1.64463614669364,Jun,Jan,0.198700363775421,0.0633216241613315,1,0.943007411189205,0.892643756157258,0.947198815696909,1187.61127941523,945.993853067789,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",110402,Ketotifen fumarate,6.39050043590614e-56,poisson,HAC-Wald,11.9981087454237,0.00804266018885561,0.032740096027276,3.60317819665095,FALSE,,-0.0150931184975335,-0.198126304004551,-0.0154376059309534,0.0614109795521087,TRUE,,2.39397977868176e-54,TRUE,secondary_exploratory,all_eligible_drugs,Other anti-inflammatory preparations,7.18501992677657e-144,TRUE,TRUE,1.61728818724086e-54,TRUE
1306030A0,1.51860599275757,1.42655516459379,1.82708175974533,Apr,Dec,0.20230121821421,0.0738025443035868,2,0.682175573225544,0.471707439705318,0.661076458624248,1586.72431401182,1404.94617005771,"bimodal (2 harmonics, 2 peaks)",130603,Brimonidine tart (Rosacea),6.47057004403003e-23,poisson,HAC-Wald,21.3599603771293,0.00680603888638034,0.0179399260665615,1.20717094972801,FALSE,,0.145981699823683,-0.140054011750972,-0.0727930766979399,-0.012164848150747,TRUE,,1.03316970866971e-21,TRUE,secondary_exploratory,all_eligible_drugs,Topical preparation for rosacea,2.45879982359496e-118,TRUE,TRUE,7.0960584816196e-22,TRUE
1310040Q0,1.51532820870181,1.42035915922398,1.64597065724663,Nov,Jul,0.197696144634861,0.0505220002269947,1,0.791364881133267,0.858505211041376,0.9696838733883,845.554195152567,840.655423117743,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",131004,Permethrin,2.52505657893346e-14,negbin,NB-LRT,132.079402530685,8.27327628300805e-06,0.274839515666872,,,162.407041900459,0.0177957635844684,0.196893566177094,-0.0430717126064554,-0.0264064401251544,TRUE,,2.5507297122838e-13,TRUE,secondary_exploratory,all_eligible_drugs,Parasiticidal preparations,6.7990072351079e-32,TRUE,TRUE,1.75946044111343e-13,TRUE
0501050B0,1.50516219368538,1.3399885539312,1.71594486394282,Dec,Aug,0.178289127152631,0.0618131123473135,1,0.735576057095747,0.762041849697887,0.604133738233025,87608.3260721997,73116.3262756391,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",050105,Clarithromycin,1.12852984682132e-16,poisson,HAC-Wald,1880.84710119418,0.0107641014524753,4.36208213439038e-07,2.00000544477471,FALSE,,0.0983823072269641,0.148687371641125,-0.010835848041096,0.0608559385375978,TRUE,,1.33014658893284e-15,TRUE,secondary_exploratory,all_eligible_drugs,Macrolides,6.83004773135963e-17,TRUE,TRUE,9.20787712728192e-16,TRUE
1404000AL,1.49641626740184,1.25678512872199,1.92478814848498,Oct,Jun,0.149154517337569,0.0952506612210006,2,0.0519084998081248,0.176465103531407,0.616784225711884,596.252531708879,596.184364764286,"bimodal (2 harmonics, 2 peaks)",140400,Shingles (H/Z),0.0154387877824263,negbin,NB-LRT,32.3799193973342,3.08608177064991e-05,0.4820397867631,,,20.3049875466836,-0.0601715555559486,0.136478767374931,-0.0803961389459828,-0.0510798326702043,TRUE,,0.0399930300534129,TRUE,secondary_exploratory,all_eligible_drugs,Vaccines and antisera,5.01709265504371e-74,TRUE,TRUE,0.0309717145147455,TRUE
0309010C0,1.48499629877116,1.42431218237865,1.55823013425102,Dec,Aug,0.183974148313299,0.0458301198355889,1,0.814050316481925,0.872155072290104,0.863796453625356,2384.12927966706,2013.99732461682,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",030901,Codeine phosphate,4.35814978203385e-83,poisson,HAC-Wald,37.2688642714311,2.41018981359895e-07,2.88294721428883e-10,6.12630798874486,FALSE,,0.0853468430617117,0.162979764470941,-0.0126507011607528,0.0440495135533386,TRUE,,2.35824327094499e-81,TRUE,secondary_exploratory,all_eligible_drugs,Cough suppressants,1.81028868884518e-49,TRUE,TRUE,1.59314586476571e-81,TRUE
0304010E0,1.47189882731741,1.42702135420999,1.52462472977824,Jun,Jan,0.186444647033353,0.0515075637848209,1,0.949887163972326,0.924823052114334,0.894563002456668,81475.0747626335,50740.009682226,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",030401,Fexofenadine hydrochloride,2.20254826487391e-137,poisson,HAC-Wald,1277.27239361459,0.00618095443471032,0.0142446228542683,1.93720572336469,FALSE,,-0.0106978024261641,-0.186137485291498,-0.00992585944298848,0.0505421254140092,TRUE,,1.53234429284799e-135,TRUE,secondary_exploratory,all_eligible_drugs,Antihistamines,1.95040709693529e-226,TRUE,TRUE,1.03519768449074e-135,TRUE
1201010H0,1.45778498441754,1.22619315688607,2.19369308030184,Feb,Jun,0.154312009675839,0.0767758525271008,2,0.219160920213814,0.0645292366356074,0.112465214983217,600.429192151799,584.701187668436,"bimodal (2 harmonics, 2 peaks)",120101,Chloramphenicol,0.00465147723101506,poisson,HAC-Wald,5.52042499815323,0.00140029482756922,0.0001385582446356,2.58833592247583,FALSE,,0.103982242494408,0.114017058267744,0.0660916437192821,-0.0390695042423963,TRUE,,0.0144745649297401,TRUE,secondary_exploratory,all_eligible_drugs,Otitis externa,4.03048405132221e-10,TRUE,TRUE,0.0109309714928854,TRUE
1202030S0,1.44369854868304,1.36912378145316,1.5691308871879,May,Sep,0.178378378992397,0.0578119740933589,1,0.808245089074345,0.857730258427228,0.468112705096154,11910.2370053117,9148.18936732917,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",120203,Neomycin sulfate,8.91480268554495e-37,poisson,HAC-Wald,214.31251654631,3.87857345005248e-06,0.0162640359195639,1.16347994587971,FALSE,,0.171729704795586,-0.0482468090424209,0.017248506097863,0.0551789215730353,TRUE,,2.34676157181643e-35,TRUE,secondary_exploratory,all_eligible_drugs,Nasal preparations for infection,1.53124033203395e-34,TRUE,TRUE,1.58538923434826e-35,TRUE
1203010E0,1.44057171863052,1.32520484693856,1.57973383073502,Dec,Aug,0.154425569760691,0.0564571744856538,1,0.81276514106751,0.780305065468224,0.191450328994682,17217.8124683193,13780.6256368437,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",120301,Benzydamine hydrochloride,3.64281684798431e-23,poisson,HAC-Wald,329.28199828342,1.19765386826118e-06,0.00160492343945484,1.81510160724685,FALSE,,0.0812712029975483,0.131309741296087,-0.0303466614456034,0.0476076957015301,TRUE,,5.9135060165612e-22,TRUE,secondary_exploratory,all_eligible_drugs,Drugs for oral ulceration and inflammation,2.42048686581937e-22,TRUE,TRUE,4.06266692537912e-22,TRUE
