bnf_drug_code,peak_trough_ratio,ptr_lci,ptr_uci,peak_month,trough_month,amp_annual,amp_semiannual,n_peaks,seasonal_reproducibility,stl_seasonal_strength,stl_trend_strength,aic_1h,aic_2h,modality,bnf_class_code,bnf_drug_name,p_value,distribution,route,disp_ratio,disp_p,lb_p,nw_lag,hac_capped,theta,b_sin12,b_cos12,b_sin6,b_cos6,converged,note,drug_all_q_bh,drug_significant,inference_scope,multiplicity_family,bnf_class_name,class_q_bh,class_significant,parent_class_significant,conditional_drug_q_legacy,conditional_drug_significant_legacy
0501070U0,1.26577035870452,1.21027940033002,1.3517414293902,Sep,Jan,0.113209567518993,0.0258662161246859,1,0.724539018834138,0.762796554259761,0.805562355489745,534.14400301937,526.739220990675,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",050107,Vancomycin hydrochloride,1.01754743051302e-18,poisson,HAC-Wald,2.68674746295623,0.000207198874235946,0.0134478755475513,1.67088043340652,FALSE,,-0.103382534556619,-0.0461352113519261,-0.00232099294630213,-0.0257618735411883,TRUE,,1.32145492975958e-17,TRUE,secondary_exploratory,all_eligible_drugs,Some other antibacterials,0.00188469676334775,TRUE,TRUE,9.17186588051463e-18,TRUE
1202010Y0,1.26301781302221,1.23170823515916,1.32078342602673,Jun,Oct,0.107953920943894,0.050560158625683,2,0.858550268211312,0.855809082058463,0.973846476861587,9682.43071489538,6334.69540044603,"bimodal (2 harmonics, 2 peaks)",120201,Fluticasone propionate/azelastine hydrochloride (Nasal),9.84572863624919e-83,poisson,HAC-Wald,142.976368074231,0.000792052452448747,1.5521498567872e-05,4.07592495210945,FALSE,,0.0180853784303291,-0.106428229968333,-0.0159172273265082,0.047989285413418,TRUE,,5.04723141668774e-81,TRUE,secondary_exploratory,all_eligible_drugs,Drugs used in nasal allergy,4.93335033400967e-52,TRUE,TRUE,3.4097312856063e-81,TRUE
0406000AA,1.26087574713971,1.15819905432622,1.44676803433988,Feb,Jun,0.0789624882740838,0.0643586901604114,2,0.259097998873046,0.0884236418378458,0.970545046151121,688.099726531438,686.573233539483,"bimodal (2 harmonics, 2 peaks)",040600,Doxylamine succinate/pyridoxine hydrochloride,0.0126035277157791,negbin,NB-LRT,12.8608098299215,0.0101388100580664,0.0564514686544799,,,63.5667030726604,0.00226554164496037,0.0789299808405512,0.033304682567307,-0.055071218601505,TRUE,,0.0337248241625517,TRUE,secondary_exploratory,all_eligible_drugs,Drugs used in nausea and vertigo,4.48078666131178e-09,TRUE,TRUE,0.0259972452569988,TRUE
0304010AC,1.25779127064745,1.20711983141695,1.32256080951897,Jun,Jan,0.106221293827038,0.0349523945605057,1,0.674649937445528,0.648948115044867,0.501253222351835,687.823344408695,681.788754688896,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",030401,Levocetirizine,3.13999582683423e-12,negbin,NB-LRT,14.6021143549868,0.0024082473683684,0.719937209980921,,,426.736946049841,0.00423236448093153,-0.10613694151044,-0.0238225644732785,0.0255764600253781,TRUE,,2.65943994377091e-11,TRUE,secondary_exploratory,all_eligible_drugs,Antihistamines,1.95040709693529e-226,TRUE,TRUE,1.84474754826511e-11,TRUE
0304010I0,1.25541425240946,1.23434999858606,1.27736505223061,Jun,Jan,0.109251785101101,0.0278902255501742,1,0.891547044530836,0.858445452563872,0.640389346466422,23119.380027286,17397.9675265029,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",030401,Cetirizine hydrochloride,1.38209298793676e-296,poisson,HAC-Wald,420.222583044505,0.0005573795963116,0.000440962515910415,4.22970379443791,FALSE,,-0.00412585106675891,-0.109173851726281,-0.0100049294851941,0.026033940678197,TRUE,,6.730792851252e-294,TRUE,secondary_exploratory,all_eligible_drugs,Antihistamines,1.95040709693529e-226,TRUE,TRUE,4.54708593031193e-294,TRUE
1201010AF,1.25443727130736,1.17048937623645,1.38096564715889,Sep,Jun,0.0669624870847377,0.0730828048052803,2,0.30144468474271,0.289259379710017,0.909450127045687,555.924994891079,546.775007326091,"bimodal (2 harmonics, 2 peaks)",120101,Ciprofloxacin/fluocinolone,0.000270482761510187,negbin,NB-LRT,5.96080924092788,0.000430530276512006,0.153403154957909,,,148.474089976247,-0.0164635339597742,0.0649070622207555,0.00786613308147502,-0.0726582432250548,TRUE,,0.00116057361106133,TRUE,secondary_exploratory,all_eligible_drugs,Otitis externa,4.03048405132221e-10,TRUE,TRUE,0.000839517250347655,TRUE
1001040G0,1.25271560929546,1.21943685978734,1.2866149287587,Jul,Nov,0.097714752708365,0.0336894605298203,1,0.797637743112741,0.780359985721902,0.166313756041323,4403.07565147676,3164.07771877543,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",100104,Colchicine,6.19529788812982e-104,poisson,HAC-Wald,63.5919055186285,1.43616822946172e-06,0.012674276701827,0.952455840189082,FALSE,,-0.00973289346704714,-0.097228821249751,0.0328560938851974,0.00744693530235224,TRUE,,4.0228134286923e-102,TRUE,secondary_exploratory,all_eligible_drugs,Gout and cytotoxic induced hyperuicaemia,1.06784116477649e-16,TRUE,TRUE,2.71767067359295e-102,TRUE
0501050C0,1.25155382842964,1.18706520094365,1.34726112850286,Jan,Aug,0.101494519723951,0.0316790208318069,1,0.557179478977157,0.446650933367004,0.795728456311117,867.850731814106,867.460745548946,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",050105,Erythromycin,5.33004692824695e-07,negbin,NB-LRT,194.331509901856,0.0335036863912481,0.11805103762433,,,190.193877113346,0.068699774189519,0.0747092936675527,0.0138615168257529,0.0284854122692902,TRUE,,3.24466606757033e-06,TRUE,secondary_exploratory,all_eligible_drugs,Macrolides,6.83004773135963e-17,TRUE,TRUE,2.338113919191e-06,TRUE
0503010Q0,1.24908703911533,1.13972003070819,1.41170434214549,Nov,Mar,0.0817813785487577,0.0507037103976186,2,0.137587095935595,0.304275959439178,0.937038493213769,421.06918978139,419.967927144966,"bimodal (2 harmonics, 2 peaks)",050301,Lamivudine,0.00549985340123661,negbin,NB-LRT,2.08092062523917,0.0239411950047298,0.103604513423054,,,206.27460349314,-0.0773259889555194,0.0266249001760777,-0.0102572659804271,0.049655359657265,TRUE,,0.0165846972532646,TRUE,secondary_exploratory,all_eligible_drugs,HIV infection,0.61254833111613,FALSE,FALSE,,FALSE
1311060Q0,1.24841566561422,1.19027100833779,1.3292020051676,Aug,Jan,0.108591293550575,0.0207136444965468,1,0.560896280543493,0.650510869545318,0.920812382158795,481.869293671764,483.495605193588,unimodal (1 harmonic preferred),131106,Potassium permanganate,4.67738848023664e-09,negbin,NB-LRT,2.44550372132691,0.00526167150524517,0.212651665455776,,,486.091508365715,-0.0802989094732532,-0.0731037220146372,0.0166489990657077,-0.0123233882694406,TRUE,,3.18585760821712e-08,TRUE,secondary_exploratory,all_eligible_drugs,Oxidisers and dyes,2.67982021171216e-09,TRUE,TRUE,2.26303060293802e-08,TRUE
1201010E0,1.2394313093194,1.15690461118223,2.1625419645839,Jan,May,0.0955130846563136,0.0352761289069926,1,0.130840311599091,0.13130346739213,0.137188241323939,2347.22083729446,2267.87258682261,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",120101,Betamethasone sodium phosphate,0.0058338966668327,poisson,HAC-Wald,45.0145557971562,2.51863036207013e-07,1.34643668625589e-06,5.2788507732481,FALSE,,-0.0314346333071635,0.0901920903927185,0.0337376765421252,-0.0103040988058973,TRUE,,0.0174341421624137,TRUE,secondary_exploratory,all_eligible_drugs,Otitis externa,4.03048405132221e-10,TRUE,TRUE,0.0132399736846812,TRUE
0304010G0,1.23757319838844,1.20950449689631,1.27842113635298,Jun,Oct,0.103287516072398,0.0359688920238215,2,0.843840841868802,0.868418927416596,0.715153376709316,8715.62569316867,6645.35737846062,"bimodal (2 harmonics, 2 peaks)",030401,Chlorphenamine maleate,1.70974443289262e-98,poisson,HAC-Wald,151.113723915224,0.000261472616708678,3.80355109784736e-05,2.15064743850801,FALSE,,0.0224334886837006,-0.100821870454203,-0.0105139274254606,0.034397943594254,TRUE,,1.04080692352339e-96,TRUE,secondary_exploratory,all_eligible_drugs,Antihistamines,1.95040709693529e-226,TRUE,TRUE,7.03132398027092e-97,TRUE
1108030AA,1.23346987910561,1.12149560702473,1.78199188493231,Jun,Feb,0.047232434139149,0.0809892521046404,2,0.0905721048159311,0.0190891730935912,0.683820090035114,1206.80998230842,1148.85836293747,"bimodal (2 harmonics, 2 peaks)",110803,Carbomer,0.000671749760740049,poisson,HAC-Wald,16.0090534925158,0.00198007771811041,0.0160957845958979,12,TRUE,,-0.0411291031990005,-0.0232228272343187,-0.0481645166052349,0.0651109690962518,TRUE,,0.00259636613873336,TRUE,secondary_exploratory,all_eligible_drugs,Other eye preparations,0.00149959155530954,TRUE,TRUE,0.0019052213041679,TRUE
0501120X0,1.23319864878551,1.19255633426338,1.2836020058547,Jan,Aug,0.0976182372133653,0.0254355080222951,1,0.737848997376745,0.799224963265797,0.770851547448765,592.081548995622,587.714238432927,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",050112,Levofloxacin,1.06815764171535e-13,negbin,NB-LRT,4.63813274783325,2.85113984916993e-05,0.217981690676426,,,803.74436083232,0.0528375868861235,0.0820823345714302,0.00255080172835632,0.0253072811438695,TRUE,,1.00037071445265e-12,TRUE,secondary_exploratory,all_eligible_drugs,Quinolones,4.12469936146296e-10,TRUE,TRUE,6.89066400243826e-13,TRUE
1310020T0,1.23248866762434,1.17928417562113,1.29614704108383,Jul,Dec,0.09832052631009,0.0235111515067997,1,0.705964544612299,0.734640316246938,0.844114035504599,511.353526741628,511.184709922018,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",131002,Tioconazole,1.09592239952718e-09,negbin,NB-LRT,2.73878891916472,0.0014739839481031,0.0549716174589693,,,609.146133988668,-0.00722730966557605,-0.0980545352795625,0.015949253694026,-0.0172741295520003,TRUE,,7.90687716399608e-09,TRUE,secondary_exploratory,all_eligible_drugs,Antifungal preparations,0.000226648496068398,TRUE,TRUE,5.5900537898363e-09,TRUE
0501012G0,1.23187312345734,1.18931734598137,1.28340607176176,Aug,Dec,0.0957994202647715,0.0331731534978459,1,0.790959085572017,0.719395319280227,0.188446267572418,1070.07670801133,1060.54424280021,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",050101,Flucloxacillin sodium,6.06577181325567e-14,negbin,NB-LRT,636.769851254561,5.12222982823837e-05,0.0525364069165289,,,608.095801946802,-0.0581293684880058,-0.0761479181741165,0.0311856176008318,-0.0113099676324177,TRUE,,5.84956608525844e-13,TRUE,secondary_exploratory,all_eligible_drugs,Penicillins,5.41228415339323e-21,TRUE,TRUE,4.03159379103256e-13,TRUE
1310050H0,1.2287939690179,1.14663583874107,1.4295000076005,Nov,Jun,0.0958127487802306,0.0228234253281636,1,0.426505390734224,0.540742202847987,0.676773314886544,934.281273196918,924.079148772176,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",131005,Hydrogen peroxide,0.00347859697050346,poisson,HAC-Wald,11.9500812409527,9.30124685141732e-09,0.0124698792771467,0.23663405630531,FALSE,,-0.0318430167292338,0.0903665043830142,-0.0224567438155561,-0.00407472709671997,TRUE,,0.0112190511565244,TRUE,secondary_exploratory,all_eligible_drugs,Preparations for minor cuts and abrasions,0.169535003759075,FALSE,FALSE,,FALSE
131002030,1.22340167351556,1.18283566798068,1.30823137957803,Jul,Jan,0.101070906813533,0.015385478797107,1,0.729756970624355,0.601767115980285,0.851840634069191,3997.68247038841,3895.99448705023,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",131002,Terbinafine hydrochloride,2.54717447887865e-22,poisson,HAC-Wald,80.8091759779178,0.00110408803010824,0.0495470588685399,2.3091043316439,FALSE,,-0.0566017159925219,-0.0837351416718913,0.0137811186328829,-0.00684059405626701,TRUE,,3.93801260702826e-21,TRUE,secondary_exploratory,all_eligible_drugs,Antifungal preparations,0.000226648496068398,TRUE,TRUE,2.70329162435831e-21,TRUE
0505010D0,1.22270870264549,1.15731063566431,1.30563696264679,Oct,Jun,0.0761964530854059,0.0399016665734436,1,0.771502521503015,0.785325370754688,0.249605855595211,2313.64897641429,2073.19195152819,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",050501,Mebendazole,1.96782093994999e-16,poisson,HAC-Wald,38.0216476601901,3.16527608814126e-07,6.5240257640653e-10,4.98671849393522,FALSE,,-0.0372275108956373,0.0664831700155135,-0.0194296534921655,-0.0348515646781123,TRUE,,2.28173523275154e-15,TRUE,secondary_exploratory,all_eligible_drugs,Drugs for threadworms,1.13926475470789e-15,TRUE,TRUE,1.57905631522817e-15,TRUE
090501300,1.21456841855503,1.13725355027636,1.36742970588714,Dec,Apr,0.0929009312277408,0.0274108866359854,1,0.169763153193853,0.378297986172556,0.458497867413744,372.379419779627,374.722471353605,unimodal (1 harmonic preferred),090501,Other magnesium preparations,0.000689556010929918,poisson,Poisson-LRT,1.33978706330201,0.344011068394922,0.449182655524042,,,,-0.0611086652902116,0.0699736668285314,0.0257153106168257,0.00949102239229323,TRUE,,0.0026546543661887,TRUE,secondary_exploratory,all_eligible_drugs,Calcium and magnesium,0.507072588053869,FALSE,FALSE,,FALSE
1305020R0,1.21249803801076,1.11935369838995,1.40413875229813,May,Oct,0.0942274124004724,0.0132922453924893,1,0.332828083704712,0.26971513453868,0.897293309793772,586.404246691349,588.455898495394,unimodal (1 harmonic preferred),130502,Tacalcitol,0.0157949733542608,poisson,HAC-Wald,4.83683945301542,2.23987643987123e-06,0.0129542620220157,1.10173924797989,FALSE,,0.0638672736549004,-0.0692804200591968,0.00774935901421396,0.0107995936239737,TRUE,,0.0405918312587073,TRUE,secondary_exploratory,all_eligible_drugs,Preparations for psoriasis,2.00974064079059e-55,TRUE,TRUE,0.0314942195972837,TRUE
0502050C0,1.21060290479024,1.17411169944084,1.2526422578201,Aug,Jan,0.0933013159471908,0.0126403642173095,1,0.792926102665671,0.858417458212195,0.868890838945836,839.059640142252,840.306607315317,unimodal (1 harmonic preferred),050205,Terbinafine hydrochloride,2.7612857321158e-14,negbin,NB-LRT,56.0318954732339,3.52875490317163e-08,0.0976245682443185,,,765.136252652239,-0.0569927304252942,-0.0738712680014854,0.0026709229041134,-0.0123549576440602,TRUE,,2.74437990110285e-13,TRUE,secondary_exploratory,all_eligible_drugs,Other antifungals,1.64563226144604e-13,TRUE,TRUE,1.89263126222104e-13,TRUE
1304000S0,1.20567180875733,1.14153498034865,1.34067831269804,Apr,Sep,0.0938291466054855,0.0175274775438184,1,0.230778268733093,0.455539907821996,0.809523245208178,455.844154930632,459.042898287619,unimodal (1 harmonic preferred),130400,Fluticasone propionate (Topical),0.00148163829918289,negbin,NB-LRT,2.73743580120567,0.00165030872823485,0.295326285847383,,,197.458805601298,0.0890839718759951,-0.029461071051654,0.00296104129543046,0.0172755521907641,TRUE,,0.00538476008732886,TRUE,secondary_exploratory,all_eligible_drugs,Topical corticosteroids,0.000772676262857242,TRUE,TRUE,0.0039792571463769,TRUE
0402010L0,1.20337843422765,1.14980777789782,1.27239975452431,Jan,Aug,0.0848392556510339,0.0268093974295502,1,0.756193241210832,0.73313644609194,0.716977971757699,1535.24270409302,1360.96282178164,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",040201,Levomepromazine hydrochloride,5.22196824490383e-14,poisson,HAC-Wald,20.2779688833134,3.4175373719743e-08,0.00142066298675936,2.10184392707023,FALSE,,0.0481070754097514,0.0698813894748951,0.0120320954312952,0.023957722555948,TRUE,,5.08619707053633e-13,TRUE,secondary_exploratory,all_eligible_drugs,Antipsychotic drugs,0.00313994020549551,TRUE,TRUE,3.50617867872114e-13,TRUE
0502010C0,1.20240598308961,1.15406002720066,1.27641107840332,Jul,Feb,0.0923271576566784,0.0100372537888177,1,0.573619606826843,0.543485071136796,0.0970517785981838,732.983990626512,736.36063361619,unimodal (1 harmonic preferred),050201,Itraconazole,2.90932339314669e-07,negbin,NB-LRT,29.9518941383767,9.76173455704734e-06,0.761153332872304,,,271.448153700271,-0.0548032757061634,-0.0743027927660555,0.00611123473257252,0.00796236608455897,TRUE,,1.80489234708591e-06,TRUE,secondary_exploratory,all_eligible_drugs,Triazole antifungals,0.045794299931884,TRUE,TRUE,1.29346945452062e-06,TRUE
0601040H0,1.19623876522819,1.16065555955556,1.24520258276685,Jul,Dec,0.0784130322030433,0.0357390732260839,1,0.786211098072001,0.831322575622291,0.532135603544963,710.641882608092,697.713125023118,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",060104,Glucagon,1.90916352593218e-12,negbin,NB-LRT,13.1709608298908,8.14516174353407e-07,0.144580028488155,,,751.392793787418,-0.0412081779385271,-0.0667119906033555,0.0348868967496619,-0.00775795013117617,TRUE,,1.69047752205268e-11,TRUE,secondary_exploratory,all_eligible_drugs,Treatment of hypoglycaemia,7.73581751734925e-32,TRUE,TRUE,1.16317555561424e-11,TRUE
1202030R0,1.19422415637477,1.14667272903577,1.29071663056338,Apr,Sep,0.0882097537918292,0.0203409838579308,1,0.671189442435688,0.603259174922512,0.226546252384978,1593.92313876952,1534.75119493582,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",120203,Mupirocin,1.28363897019324e-07,poisson,HAC-Wald,25.305473665607,4.78931619383784e-05,0.00224544175639974,1.00386194118714,FALSE,,0.0859718364106892,-0.0197434548189727,0.00327731684538007,0.0200752289801035,TRUE,,8.11859972057286e-07,TRUE,secondary_exploratory,all_eligible_drugs,Nasal preparations for infection,1.53124033203395e-34,TRUE,TRUE,5.82506511991141e-07,TRUE
1202010W0,1.18649848743103,1.09982523480504,1.31817478619708,May,Dec,0.0829119426450799,0.017119046667794,1,0.210922572364797,0.428944827279826,0.744275369971288,38613.1662509249,37774.2544376367,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",120201,Fluticasone furoate,0.00783604060626059,poisson,HAC-Wald,909.036220923458,1.47459966270218e-06,0,2.50683783896518,FALSE,,0.0355834277538716,-0.0748879823634341,-0.01694834186903,0.00241152787763091,TRUE,,0.0223166770482392,TRUE,secondary_exploratory,all_eligible_drugs,Drugs used in nasal allergy,4.93335033400967e-52,TRUE,TRUE,0.017073227546091,TRUE
0501021K0,1.18368431249718,1.10567518388707,1.31200864596281,Feb,Oct,0.0736686153451593,0.0273189779378863,1,0.107016644237891,0.0651384545128555,0.582460476904944,422.980114809933,425.12698179899,unimodal (1 harmonic preferred),050102,Cefuroxime axetil,0.0128548028579247,negbin,NB-LRT,1.88580018529386,0.0226237050365821,0.14922919128059,,,303.191423179933,0.0735597662653814,0.00400320794557205,0.0237998909772875,-0.0134123728340642,TRUE,,0.0341160163041381,TRUE,secondary_exploratory,all_eligible_drugs,Cephalosporins and other beta-lactams,4.30504844194276e-06,TRUE,TRUE,0.0263503435530046,TRUE
1308010Y0,1.18103920351091,1.0971992568332,1.31660944133895,Sep,Jan,0.0591767867775551,0.0406594630128965,2,0.408855823413245,0.432936862413878,0.709516097835293,9558.41664929894,8838.79820510502,"bimodal (2 harmonics, 2 peaks)",130801,Fluorouracil (Sunscreen),0.00968849983274488,poisson,HAC-Wald,202.455835210067,5.51536668035243e-06,0.000782556783925803,2.14204385294055,FALSE,,-0.0553769632921377,-0.0208634615981494,-0.0056050127122532,-0.0402712771711127,TRUE,,0.0268848969717764,TRUE,secondary_exploratory,all_eligible_drugs,Sunscreening preparations,3.30769565126227e-31,TRUE,TRUE,0.0206311744011202,TRUE
1314000H0,1.17804951429797,1.14304141718801,1.22038601308036,Jul,Dec,0.0749935894996764,0.0258266137161578,1,0.726131482050206,0.769970028166672,0.72650568815207,684.241019978217,677.93393950355,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",131400,Heparinoid,9.93016311493267e-12,negbin,NB-LRT,10.4010567429405,2.28719699028944e-06,0.169754423263814,,,826.212507733636,-0.035995750835292,-0.0657901541862425,0.0257807339647837,-0.00153874373457008,TRUE,,8.1965922660546e-11,TRUE,secondary_exploratory,all_eligible_drugs,Topical circulatory preparations,4.53290816890594e-11,TRUE,TRUE,5.68178028663104e-11,TRUE
1306020J0,1.17773257656715,1.1108286415024,1.26454716378293,Mar,Sep,0.0818738991256085,0.0127935590824686,1,0.642011418107983,0.651520081067006,0.607915444963663,967.2626854344,954.486644935193,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",130602,Isotretinoin,3.81170779031118e-05,poisson,HAC-Wald,11.1557941098137,5.63126085047134e-06,0.000114006163976943,5.9495841657384,FALSE,,0.0817955223294735,-0.00358160367418184,-0.00270672686318569,-0.0125039507230605,TRUE,,0.000183792246918965,TRUE,secondary_exploratory,all_eligible_drugs,Oral preparations for acne,0.000920222435304135,TRUE,TRUE,0.000132703900847871,TRUE
0606020Y0,1.17407383233237,1.09924965939805,1.50175625799759,Nov,Aug,0.0290589998756041,0.0688050577176,2,-0.0385555691991064,0.153820063699206,0.821046526473922,504.000271351067,486.635474400453,"bimodal (2 harmonics, 2 peaks)",060602,Alendronic acid/colecalciferol,0.0102745420405605,poisson,HAC-Wald,3.21033861559082,0.00256641199949623,0.000130636946910845,6.50050162594056,FALSE,,0.0188269360208399,0.0221353101138783,-0.0686626972759291,0.0044237959171274,TRUE,,0.0284301248508692,TRUE,secondary_exploratory,all_eligible_drugs,Bisphosphonates and other drugs,0.0694650838455479,FALSE,FALSE,,FALSE
0503010H0,1.17004303668188,1.0936237260881,1.29977831627663,Mar,Jun,0.0476570235554799,0.048182715862521,2,0.0811676364447724,0.160315564864885,0.805726009063143,369.611079337132,367.528202197691,"bimodal (2 harmonics, 2 peaks)",050301,Tenofovir disoproxil,0.0176969905776306,poisson,Poisson-LRT,0.959134939524895,0.91991363415871,0.317022727592336,,,,0.0156691996889358,0.0450074224464789,-0.000270822831020487,-0.0481819547432711,TRUE,,0.0448876792255527,TRUE,secondary_exploratory,all_eligible_drugs,HIV infection,0.61254833111613,FALSE,FALSE,,FALSE
1203030Y0,1.16897879252034,1.10512883326883,1.29470233064737,Dec,Jul,0.0706146483561029,0.0206515873233517,1,0.0108680427919184,0.14291314437227,0.370252843754987,379.410363763065,382.315214639313,unimodal (1 harmonic preferred),120303,Benzydamine hydrochloride,0.00618602617583042,poisson,Poisson-LRT,1.29594068228606,0.361757140186447,0.0853717866763369,,,,0.0107837608463357,0.0697863816547692,-0.0189504073526035,0.008207930320392,TRUE,,0.0182581499856328,TRUE,secondary_exploratory,all_eligible_drugs,Lozenges and sprays,1.58784569297935e-10,TRUE,TRUE,0.0138921679989639,TRUE
0605010G0,1.16587059724463,1.10254727910329,1.30373865189174,Nov,Mar,0.0611429029500363,0.0395338282471337,2,0.282142775031327,0.45657635370565,0.850084530026978,374.84961236041,374.761608506475,"bimodal (2 harmonics, 2 peaks)",060501,Clomifene citrate,0.00894121200044636,poisson,Poisson-LRT,1.1100912438962,0.713510274744142,0.201940592078622,,,,-0.0270336335446001,0.0548419295661069,-0.0289927481848466,0.0268764604917377,TRUE,,0.0252427260534341,TRUE,secondary_exploratory,all_eligible_drugs,Hypothalamic & anterior pituitary hormone & antioestrogens,0.545517828547879,FALSE,FALSE,,FALSE
090502100,1.1651777653797,1.1111287169516,1.24844651123474,Aug,Jan,0.0713417697091663,0.0168560501307112,1,0.46138502030979,0.37418973764505,0.560108075234109,610.4270118565,612.883096412119,unimodal (1 harmonic preferred),090502,Other phosphate supplement preparations,0.000158019742933812,negbin,NB-LRT,8.8954891061738,0.000243965668397155,0.0734273722531577,,,265.164093084987,-0.0576398937729875,-0.0420391573544765,-0.00221753113133362,-0.0167095476207651,TRUE,,0.000715866184267594,TRUE,secondary_exploratory,all_eligible_drugs,Phosphorus,0.016540956368645,TRUE,TRUE,0.000517298461942528,TRUE
0405010P0,1.16276460749282,1.12813447447327,1.21026485280793,Jul,Jan,0.0761700190835587,0.0100801503033056,1,0.776740321708982,0.836949764947427,0.973531455608492,3343.60798772534,3252.24827546287,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",040501,Orlistat,4.58199515135599e-18,poisson,HAC-Wald,65.9659102672898,2.48025483558543e-08,0.00667415540929695,1.8048359295363,FALSE,,-0.0283455259303946,-0.0706993844875543,-0.00334083661646015,-0.00951042800505589,TRUE,,5.57857909677592e-17,TRUE,secondary_exploratory,all_eligible_drugs,Gastro-intestinal anti-obesity drugs,3.05466343423733e-17,TRUE,TRUE,3.86532411486185e-17,TRUE
1305030B0,1.16168857693893,1.11963343763001,1.21943093656779,Apr,Sep,0.0685355469506263,0.0224854815768739,1,0.641241229186603,0.729164788559358,0.978753561264578,1434.8895059128,1352.67122018865,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",130503,Pimecrolimus,1.57438117957598e-12,poisson,HAC-Wald,20.5586302498716,8.15014453730188e-09,0.0116391765358135,2.46143514200815,FALSE,,0.0685099695074091,-0.00187223767598475,-0.0143813600230565,0.0172850619215313,TRUE,,1.40683235679542e-11,TRUE,secondary_exploratory,all_eligible_drugs,Drugs affecting the immune response,3.37494744913336e-14,TRUE,TRUE,9.68170856225229e-12,TRUE
1201010B0,1.16147344469448,1.12252140469798,1.69542462349195,Jan,May,0.0712138821273318,0.0241467340528283,1,0.38922696996595,0.501953773770988,0.609466705927495,2139.46343970373,2061.81678664762,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",120101,Acetic acid,0.000282337448508535,poisson,HAC-Wald,38.5050490352327,1.70413401521299e-07,1.37611291251005e-08,2.32368904767364,FALSE,,-0.01790917182558,0.0689251664645604,0.0174980547089918,-0.016639797078665,TRUE,,0.00120612576687418,TRUE,secondary_exploratory,all_eligible_drugs,Otitis externa,4.03048405132221e-10,TRUE,TRUE,0.000872197376143738,TRUE
0101010Q0,1.16084410419041,1.08628370040956,1.47771829504011,Aug,Jan,0.0680758084913201,0.0184197328815737,1,0.106461855804295,0.0165370612339582,0.0502237630765509,479.788362618525,481.677040154397,unimodal (1 harmonic preferred),010101,Magnesium hydroxide,0.00644633379261597,poisson,HAC-Wald,2.72936903105109,0.00512631005978276,0.0349529313399252,3.00013459638709,FALSE,,-0.0528449974967385,-0.0429152879673036,0.00174978607021475,-0.0183364338991258,TRUE,,0.0189118346807468,TRUE,secondary_exploratory,all_eligible_drugs,Antacids and simeticone,0.0849006183105911,FALSE,FALSE,,FALSE
0501120Y0,1.16004868301241,1.11764387011896,1.2407196111836,Jan,Aug,0.0719273773070553,0.022589006902848,1,0.325868300976584,0.446282320515576,0.685419312175765,439.827172833701,440.544061943599,unimodal (1 harmonic preferred),050112,Moxifloxacin,1.75774698703642e-07,poisson,Poisson-LRT,1.74592733690351,0.120922301775867,0.396020819466258,,,,0.0284837712101308,0.066047122449963,0.0116876012064528,0.0193303701696537,TRUE,,1.1045455260474e-06,TRUE,secondary_exploratory,all_eligible_drugs,Quinolones,4.12469936146296e-10,TRUE,TRUE,7.92190080458878e-07,TRUE
1202010U0,1.15862838557566,1.13348902999381,1.19541743895032,May,Sep,0.0621361773095079,0.0267328747867519,1,0.685917618477891,0.749445567481372,0.805002161643806,22231.5255834258,18395.500342901,"unimodal, non-sinusoidal (2 harmonics, 1 peak)",120201,Mometasone furoate,4.05298989741447e-34,poisson,HAC-Wald,441.381556834321,0.000102689176119889,0.00205334816487546,2.02121636915834,FALSE,,0.0399411016265385,-0.0475984551377157,-0.011165207950297,0.0242896011863262,TRUE,,9.62832234166266e-33,TRUE,secondary_exploratory,all_eligible_drugs,Drugs used in nasal allergy,4.93335033400967e-52,TRUE,TRUE,6.50455451828956e-33,TRUE
